Year,Region,State for Tableau,Eggs,"Food prep. by consumer unit, out-of-town trips","Meats, poultry, fish, and eggs",Bakery products,Beef,Cereals and bakery products,Cereals and cereal products,Dairy products,Fats and oils,Fish and seafood,Food away from home,Food at home,Food,Fresh vegetables,Fresh fruits,Fruits and vegetables,Fresh milk and cream,Miscellaneous foods,Nonalcoholic beverages,Other dairy products,Other food at home,Other meats,Pork,Poultry,Processed fruits,Processed vegetables,Sugar and other sweets,Alcoholic beverages
1993,west,California,61.14972857142857,111.50832857142859,1287.7413428571429,530.5638214285714,410.06288571428576,845.3050714285715,314.7412500000001,584.5194642857142,147.47875714285715,163.66545,3057.486428571429,5368.586464285714,8427.871414285715,280.56934285714283,294.9575142857143,910.0518428571428,248.19595714285717,802.140557142857,419.0554928571429,336.3235071428572,1742.7672642857144,179.85214285714287,242.80039285714287,232.0092642857143,196.03883571428574,138.48615,260.78560714285715,600.7061571428573
1993,All,,53.955642857142855,82.73198571428574,1320.1147285714287,492.79487142857147,420.85401428571436,780.5583,287.7634285714286,530.5638214285714,140.28467142857141,156.47136428571432,2992.739657142857,4918.956107142857,7911.695764285715,237.40482857142857,246.39743571428573,798.5435142857143,230.21074285714286,656.4603214285714,404.66732142857137,300.3530785714286,1487.3772214285714,176.2551,276.9723,235.60630714285716,172.65805714285716,142.08319285714288,203.23292142857144,482.00374285714287
1992,northeast,New York,51.34890021849963,82.52501820830298,1439.6030954115076,553.834566642389,405.2895338674435,828.9179606700653,273.24950473415873,608.8512454479243,139.37558630735614,196.2261544064093,3091.9373488710853,5204.57781500364,8296.515163874727,280.5850619082301,264.08005826656955,896.7718645302257,258.578390386016,652.8645884923525,381.4489730517117,350.27285506190816,1432.2675382374362,188.89059723233794,282.41895120174803,311.76117989803345,210.89726875455204,141.20947560087401,177.8872614712309,629.0240276766204
1992,midwest,Iowa,40.34556445739257,64.18612527312455,1173.6891478514203,487.8145520757465,370.44563729060445,742.7251638747267,254.91061179898034,553.834566642389,121.0366933721777,102.69780043699926,2952.561762563729,4685.587144938091,7638.14890750182,192.5583758193736,210.89726875455204,707.8812672978877,247.57505462490892,724.3862709395484,401.62175528040797,306.25951201747995,1505.62310997815,176.05337217771302,293.4222869628551,190.72448652585575,176.05337217771302,128.3722505462491,196.2261544064093,531.8278951201747
1992,south,Florida,55.016678805535314,66.02001456664239,1228.7058266569557,456.63843408594323,383.2828623452293,700.5457101238163,243.90727603787326,495.1501092498179,132.04002913328478,124.70447195921336,2842.5284049526585,4544.3776693372165,7386.9060742898755,210.89726875455204,205.39560087399846,722.5523816460304,229.2361616897305,649.1968099053169,375.947305171158,265.91394756008737,1399.257530954115,159.54836853605244,297.09006554989065,210.89726875455204,166.8839257101238,139.37558630735614,176.05337217771302,458.472323379461
1992,west,California,56.85056809905317,113.70113619810634,1236.0413838310271,506.1534450109249,388.7845302257829,775.7351711580479,269.5817261471231,588.6784632192279,141.20947560087401,154.0467006554989,3172.6284777858696,5169.733918426803,8342.362396212673,265.91394756008737,276.9172833211945,871.097414420976,256.7445010924982,827.0840713765477,408.9573124544792,333.7678514202476,1698.1814857975235,168.71781500364162,260.41227967953387,205.39560087399846,192.5583758193736,133.87391842680262,205.39560087399846,651.0306991988346
1992,All,,51.34890021849963,78.8572396212673,1259.8819446467587,495.1501092498179,385.11675163874725,753.7284996358339,258.578390386016,553.834566642389,132.04002913328478,141.20947560087401,2991.073437727604,4846.969402767661,7836.2089512017465,232.90394027676618,232.90394027676618,784.9046176256372,245.7411653313911,704.2134887108521,390.61841951930086,308.0934013109978,1492.7858849235254,172.3855935906773,286.08672978878366,225.5683831026948,183.3889293517844,135.70780772032046,187.05670793882007,552.000677348871
1991,northeast,New York,57.733602071005926,78.21971893491127,1422.8539349112427,549.4004068047336,435.7955769230769,810.1328032544378,262.5947707100592,562.437026627219,126.64144970414202,180.65030325443792,3413.7320192307698,4978.126397928994,8391.858417159763,253.28289940828404,258.8700221893492,830.6189201183432,242.10865384615383,588.5102662721894,389.2362204142012,318.4659985207101,1352.0837130177515,217.89778846153845,247.6957766272189,283.0808875739645,195.5492973372781,122.91670118343195,169.47605769230768,661.1428624260355
1991,midwest,Iowa,46.559356508875744,78.21971893491127,1119.2869304733729,463.7311908284024,370.6124778106509,730.0507100591717,266.31951923076923,523.3271671597633,124.77907544378701,100.5682100591716,2834.5336242603553,4573.991183431953,7406.662433431954,195.5492973372781,219.76016272189355,707.7022189349112,234.65915680473373,707.7022189349112,398.5480917159764,288.66801035502965,1491.7617825443788,178.78792899408282,242.10865384615383,180.65030325443792,167.6136834319527,126.64144970414202,180.65030325443792,486.07968195266267
1991,south,Florida,57.733602071005926,68.9078476331361,1383.7440754437869,437.65795118343203,452.5569452662722,700.2527218934912,262.5947707100592,510.2905473372782,130.3661982248521,156.4394378698225,2797.286139053255,4821.686960059173,7618.973099112427,230.9344082840237,216.03541420118347,759.8486982248523,227.2096597633136,672.3171079881657,417.1718343195266,281.2185133136095,1469.4132914201184,186.23742603550298,309.15412721893495,219.76016272189355,165.75130917159763,147.12756656804734,182.5126775147929,465.5935650887574
1991,west,California,70.77022189349113,96.84346153846157,1359.5332100591718,514.0152958579882,437.65795118343203,811.9951775147929,297.9798816568048,623.895377218935,154.57706360946747,173.20080621301776,3205.1461020710058,5538.701050295858,8743.847152366865,279.3561390532545,327.77786982248523,947.94849852071,268.1818934911243,843.6555399408286,471.18068786982246,357.57585798816564,1795.3287869822489,182.5126775147929,255.1452736686391,240.24627958579885,204.86116863905326,135.95332100591716,227.2096597633136,666.7299852071006
1991,All,,57.733602071005926,78.21971893491127,1320.423350591716,482.35493343195265,424.6213313609468,752.3992011834322,270.0442677514793,547.5380325443788,134.09094674556215,150.8523150887574,3017.046301775148,4937.154164201184,7954.200465976331,236.5215310650888,247.6957766272189,798.9585576923077,240.24627958579885,698.3903476331361,417.1718343195266,307.29175295857993,1517.8350221893493,189.96217455621303,268.1818934911243,227.2096597633136,180.65030325443792,134.09094674556215,188.099800295858,553.1251553254439
1990,northeast,New York,64.21305255023185,62.26720247295209,1461.3334080370942,535.1087712519318,439.76211746522415,791.9609814528592,256.8522102009273,609.0510741885627,118.69685471406493,217.9352086553323,3938.400556414219,5057.264350850077,8995.664907264298,249.06880989180837,264.6356105100463,863.9574343122102,295.7692117465224,564.2965224111282,414.4660664605873,313.28186244204016,1330.9614528593506,215.98935857805256,252.96051004636783,270.4731607418856,212.09765842349304,140.10120556414222,173.18065687789797,646.0222256568777
1990,midwest,Iowa,46.700401854714066,54.483802163833076,1149.9973956723336,443.6538176197837,383.33246522411133,675.2099768160742,231.55615919629054,544.8380216383308,126.48025502318391,118.69685471406493,3325.457782071097,4500.751228748069,7826.209010819165,196.530857805255,235.4478593508501,723.8562287480679,256.8522102009273,655.7514760432767,395.00756568778985,287.98581143740336,1406.849605873261,190.69330757341572,252.96051004636783,159.55970633693974,171.23480680061826,120.64270479134468,177.07235703245752,570.1340726429676
1990,south,Florida,56.42965224111283,56.42965224111283,1274.531800618238,424.19531684698615,414.4660664605873,671.3182766615147,247.12295981452857,527.325370942813,140.10120556414222,140.10120556414222,3300.161731066461,4633.069034003092,7933.230765069551,214.04350850077282,221.82690880989185,739.423029366306,252.96051004636783,638.238825347759,402.7909659969088,274.36486089644507,1420.4705564142193,182.90990726429675,276.3107109737249,204.314258114374,157.61385625965997,145.93875579598145,180.96405718701698,484.5166692426584
1990,west,California,68.10475270479135,110.91345440494592,1362.095054095827,490.35421947449765,468.94986862442045,762.773230293663,270.4731607418856,655.7514760432767,142.0470556414219,182.90990726429675,3714.6277975270477,5349.141862442039,9063.769659969088,280.20241112828444,282.1482612055641,893.1451854714065,301.60676197836165,762.773230293663,455.32891808346216,354.14471406491504,1675.3769165378671,186.80160741885624,237.39370942812985,215.98935857805256,196.530857805255,134.2636553323029,204.314258114374,638.238825347759
1990,All,,58.375502318392584,68.10475270479135,1299.827851622875,467.0040185471407,424.19531684698615,716.0728284389489,251.0146599690881,574.025772797527,132.31780525502316,159.55970633693974,3523.9344899536322,4835.437442040186,8359.371931993817,229.61030911901082,247.12295981452857,793.9068315301391,272.4190108191654,653.8056259659969,414.4660664605873,301.60676197836165,1451.6041576506955,192.63915765069552,256.8522102009273,210.15180834621327,180.96405718701698,136.2095054095827,182.90990726429675,570.1340726429676
1989,northeast,New York,68.38822222222223,58.026370370370365,1359.474962962963,536.743925925926,426.9082962962962,814.4415555555556,279.77,654.8690370370372,105.69088888888888,180.29622222222224,4084.642,5077.3074074074075,9159.877037037037,288.0594814814815,273.5528888888889,891.1192592592591,312.92792592592593,557.4676296296296,468.3557037037037,341.9411111111111,1355.3302222222223,190.6580740740741,234.17785185185184,261.1186666666667,203.0922962962963,126.41459259259258,165.78962962962964,630.0005925925926
1989,midwest,Iowa,55.95399999999999,64.24348148148148,1143.9484444444445,449.7043703703704,383.3885185185186,704.6059259259259,256.9739259259259,605.1321481481481,113.98037037037035,105.69088888888888,3502.3059259259253,4642.109629629629,8144.415555555555,219.6712592592593,236.25022222222225,770.9217777777777,296.34896296296296,630.0005925925926,422.7635555555556,310.8555555555556,1415.428962962963,186.5133333333333,250.7568148148148,161.64488888888891,176.15148148148148,136.77644444444445,182.3685925925926,569.9018518518517
1989,south,Florida,68.38822222222223,55.95399999999999,1218.5537777777781,433.12540740740735,399.96748148148146,679.7374814814815,246.6120740740741,571.9742222222222,122.26985185185184,136.77644444444445,3355.16762962963,4652.4714814814815,8009.711481481482,248.68444444444444,232.10548148148143,783.3560000000001,288.0594814814815,613.4216296296297,437.27014814814817,285.9871111111111,1396.7776296296295,178.2238518518519,246.6120740740741,188.5857037037037,157.50014814814816,145.06592592592594,167.862,480.78992592592596
1989,west,California,84.96718518518519,109.83562962962965,1396.7776296296295,501.5136296296296,484.93466666666666,822.731037037037,321.2174074074074,729.4743703703704,147.13829629629632,178.2238518518519,3873.260222222223,5705.23562962963,9578.495851851852,317.07266666666663,319.14503703703707,994.7377777777778,341.9411111111111,835.1652592592592,470.4280740740741,387.53325925925935,1761.514814814815,188.5857037037037,225.8883703703704,234.17785185185184,221.74362962962962,136.77644444444445,198.94755555555562,746.0533333333333
1989,All,,68.38822222222223,68.38822222222223,1266.2182962962966,472.5004444444445,418.6188148148148,743.980962962963,271.48051851851847,630.0005925925926,122.26985185185184,147.13829629629632,3651.5165925925926,4952.965185185185,8604.481777777779,263.191037037037,261.1186666666667,845.5271111111111,306.7108148148148,650.7242962962964,447.63199999999995,325.3621481481482,1467.2382222222227,184.44096296296294,240.39496296296295,207.23703703703706,184.44096296296294,136.77644444444445,178.2238518518519,588.5531851851853
1988,northeast,New York,63.166064013840845,69.70048442906575,1319.9529238754324,503.15037197231834,411.6684861591696,742.7457871972317,241.77355536332183,603.3448183391005,108.90700692041523,182.9637716262976,3879.2675865051897,4818.045986159171,8697.313572664361,259.1986764705883,274.4456574394464,866.8997750865053,283.15821799307963,505.3285121107267,439.9843079584775,320.18660034602084,1285.1026816608994,209.10145328719727,219.99215397923882,233.0609948096886,211.27959342560555,121.97584775086506,161.18237024221457,592.4541176470589
1988,midwest,Iowa,47.9190830449827,65.34420415224913,1152.2361332179933,439.9843079584775,400.77778546712807,662.1546020761245,224.34843425605538,583.7415570934256,113.26328719723185,106.72886678200693,3434.926998269896,4539.244048442906,7971.9929065743945,213.45773356401386,261.37681660899653,773.2397491349483,280.9800778546713,594.6322577854671,429.093607266436,302.7614792387543,1365.693866782007,187.3200519031142,257.02053633218,150.29166955017303,176.42935121107269,124.15398788927335,165.53865051903114,594.6322577854671
1988,south,Florida,60.98792387543253,45.7409429065744,1174.0175346020762,396.42150519031145,389.8870847750865,625.1262197231836,228.704714532872,575.0289965397924,119.79770761245676,130.68840830449827,3297.7041695501725,4441.2277422145335,7738.931911764706,233.0609948096886,235.23913494809693,764.5271885813148,294.0489186851211,557.603875432526,418.20290657439455,280.9800778546713,1302.527802768166,154.64794982698965,259.1986764705883,178.60749134948102,167.71679065743947,128.51026816609,161.18237024221457,498.7940916955018
1988,west,California,69.70048442906575,95.8381660899654,1178.3738148788927,457.409429065744,389.8870847750865,727.4988062283737,270.08937716262983,644.7294809688583,135.04468858131492,159.00423010380624,3578.684247404845,4970.515795847751,8547.021903114188,267.9112370242214,298.40519896193774,884.3248961937718,309.2958996539793,651.263901384083,453.0531487889274,335.43358131487895,1535.5887975778546,176.42935121107269,204.74517301038063,180.78563148788928,198.21075259515567,119.79770761245676,200.38889273356403,710.0736851211071
1988,All,,60.98792387543253,65.34420415224913,1200.1552162629755,442.1624480968858,396.42150519031145,679.579723183391,237.4172750865052,596.8103979238755,119.79770761245676,141.57910899653982,3511.161903114187,4652.507335640139,8163.669238754325,239.5954152249135,263.55495674740484,812.4462716262976,291.8707785467128,575.0289965397924,433.44988754325266,307.117759515571,1361.3375865051905,178.60749134948102,239.5954152249135,182.9637716262976,185.14191176470592,124.15398788927335,169.89493079584776,585.9196972318339
1987,northeast,New York,67.50482573726539,56.25402144772118,1460.3543967828418,488.2849061662198,454.5324932975871,735.8026005361929,247.51769436997319,650.2964879356567,99.00707774798927,202.51447721179628,3859.025871313673,4963.854852546917,8822.880723860591,265.518981233244,279.01994638069704,870.8122520107237,308.2720375335121,492.78522788203753,436.5312064343164,342.02445040214474,1192.585254691689,207.01479892761398,258.76849865951743,267.76914209115284,202.51447721179628,123.75884718498659,164.2617426273458,769.5550134048258
1987,midwest,Iowa,51.753699731903495,74.25530831099195,1206.086219839142,425.2804021447721,418.5299195710455,639.0456836461126,216.0154423592493,585.0418230563002,112.50804289544236,119.25852546916892,3336.988552278821,4444.067694369973,7781.056246648794,207.01479892761398,231.7665683646113,713.3009919571045,279.01994638069704,551.2894101876676,405.02895442359255,306.02187667560315,1226.3376675603215,209.2649597855228,256.5183378016086,150.76077747989274,157.5112600536193,117.00836461126005,155.26109919571044,564.7903753351206
1987,south,Florida,63.004504021447715,54.00386058981235,1212.8367024128686,384.7775067024129,393.77815013404825,609.7935924932976,222.76592493297588,558.0398927613941,112.50804289544236,121.50868632707773,3343.7390348525464,4403.564798927614,7747.303833780161,231.7665683646113,222.76592493297588,729.0521179624665,283.5202680965148,531.0379624664879,438.7813672922252,276.7697855227882,1237.5884718498658,159.76142091152815,285.77042895442355,189.0135120643432,150.76077747989274,123.75884718498659,157.5112600536193,549.0392493297587
1987,west,California,76.50546916890079,105.7575603217158,1332.0952278820375,486.0347453083109,481.5344235924933,749.3035656836461,263.2688203753351,724.5517962466487,132.75949061662195,173.26238605898124,3690.263806970509,5353.132680965147,9043.396487935655,310.5221983914209,303.77171581769437,954.0682037533513,335.2739678284182,681.7987399463806,472.5337801608579,389.2778284182305,1487.3563270777481,186.76335120643432,222.76592493297588,191.263672922252,207.01479892761398,132.75949061662195,200.2643163538874,801.0572654155496
1987,All,,63.004504021447715,69.75498659517426,1287.0920107238605,436.5312064343164,429.7807238605898,672.7980965147452,234.0167292225201,616.5440750670242,114.75820375335121,148.5106166219839,3521.5017426273457,4723.08764075067,8244.589383378016,247.51769436997319,254.26817694369973,801.0572654155496,297.0212332439678,558.0398927613941,436.5312064343164,319.5228418230563,1275.8412064343165,186.76335120643432,261.0186595174263,195.76399463806968,175.5125469168901,123.75884718498659,166.5119034852547,650.2964879356567
1986,northeast,New York,81.97911627906977,65.58329302325579,1520.1270418604654,489.5324372093023,487.1901767441861,709.7049209302327,220.17248372093024,655.8329302325582,110.08624186046512,194.4076186046512,3787.4351720930244,5127.208158139535,8914.643330232559,257.64865116279066,276.3867348837209,864.294111627907,309.1783813953488,536.3776465116281,475.4788744186047,344.31228837209306,1311.6658604651163,215.48796279069768,274.04447441860464,262.33317209302317,206.11892093023255,124.13980465116279,187.38083720930237,754.2078697674418
1986,midwest,Iowa,58.55651162790698,67.9255534883721,1215.6331813953489,423.9491441860466,421.60688372093017,641.7793674418605,217.83022325581402,564.4847720930233,117.11302325581396,103.05946046511627,3309.6140372093023,4445.610362790699,7752.882139534884,178.0117953488372,222.5147441860465,674.5710139534884,274.04447441860464,538.7199069767441,442.6872279069768,290.4402976744186,1278.8742139534884,199.0921395348837,274.04447441860464,161.61597209302323,149.90466976744187,121.79754418604652,180.35405581395352,592.5918976744186
1986,south,Florida,65.58329302325579,60.89877209302326,1236.7135255813953,367.73489302325584,409.89558139534887,564.4847720930233,196.74987906976745,510.6127813953489,121.79754418604652,140.53562790697674,3115.2064186046514,4244.175962790699,7359.3823813953495,189.7230976744186,194.4076186046512,665.2019720930232,267.01769302325584,503.586,433.3181860465117,243.59508837209304,1208.6064,166.30049302325585,271.7022139534884,182.69631627906972,152.24693023255813,128.82432558139536,149.90466976744187,494.21695813953494
1986,west,California,79.63685581395349,103.05946046511627,1358.511069767442,466.1098325581395,475.4788744186047,709.7049209302327,243.59508837209304,672.2287534883721,133.50884651162792,170.98501395348836,3616.450158139535,5159.999804651164,8776.449962790699,262.33317209302317,290.4402976744186,857.2673302325583,311.5206418604651,667.5442325581397,470.7943534883721,360.70811162790704,1456.8860093023254,163.95823255813954,264.6754325581396,203.77666046511632,175.66953488372096,128.82432558139536,187.38083720930237,791.6840372093022
1986,All,,70.26781395348837,72.61007441860465,1316.350381395349,428.63366511627913,442.6872279069768,644.1216279069768,217.83022325581402,587.9073767441861,119.45528372093024,149.90466976744187,3407.988976744186,4668.125106976744,8076.1140837209305,215.48796279069768,238.91056744186048,749.5233488372094,285.75577674418605,552.7734697674418,452.0562697674418,299.80933953488375,1297.6122976744184,185.0385767441861,271.7022139534884,199.0921395348837,168.6427534883721,126.48206511627909,173.32727441860462,634.7525860465117
1985,northeast,New York,79.51357894736842,67.46606698564592,1558.94804784689,534.9095311004785,481.90047846889956,746.9457416267943,212.03621052631576,749.3552440191388,134.93213397129185,202.39820095693784,3744.366717703349,5332.228794258374,9076.595511961723,267.45476555023924,277.0927751196172,905.9728995215312,356.6063540669857,513.2240095693779,469.852966507177,395.15839234449766,1303.5407942583736,240.95023923444973,296.36879425837316,260.22625837320567,231.31222966507175,130.11312918660286,183.12218181818184,819.2308133971292
1985,midwest,Iowa,65.05656459330143,65.05656459330143,1337.273827751196,462.6244593301437,457.80545454545455,681.889177033493,219.26471770334928,595.1470909090909,139.75113875598086,127.70362679425837,3366.074842105263,4729.853196172248,8095.928038277511,192.76019138755984,209.62670813397133,703.5746985645932,308.4163062200957,585.5090813397129,428.89142583732064,286.73078468899524,1346.9118373205745,224.08372248803826,310.8258086124402,149.38914832535886,178.30317703349286,125.29412440191388,192.76019138755984,703.5746985645932
1985,south,Florida,72.28507177033492,50.59955023923446,1325.2263157894736,421.6629186602871,445.75794258373213,626.4706220095694,204.8077033492823,571.052066985646,139.75113875598086,142.16064114832537,3110.667588516747,4597.330564593302,7705.588650717703,207.21720574162683,202.39820095693784,715.6222105263157,281.9117799043063,542.138038277512,450.5769473684211,289.1402870813397,1308.3597990430624,173.48417224880382,289.1402870813397,199.9886985645933,168.6651674641149,137.34163636363638,175.8936746411483,604.785100478469
1985,west,California,74.69457416267943,118.06561722488037,1407.1493971291864,479.4909760765551,496.35749282296655,701.1651961722488,224.08372248803826,705.9842009569377,146.97964593301438,163.84616267942582,3927.488899521532,5199.706162679427,9127.195062200955,255.4072535885168,262.63576076555023,831.2783253588518,337.33033492822966,633.6991291866028,460.2149569377992,366.2443636363636,1438.4729282296648,197.57919617224883,274.6832727272728,199.9886985645933,187.94118660287083,125.29412440191388,197.57919617224883,920.429913875598
1985,All,,72.28507177033492,69.87556937799043,1395.1018851674644,467.44346411483264,467.44346411483264,681.889177033493,214.44571291866032,640.9276363636362,139.75113875598086,156.61765550239238,3472.092947368421,4908.156373205742,8377.83981818182,226.4932248803828,231.31222966507175,775.8597703349283,315.64481339712916,563.8235598086126,450.5769473684211,325.2828229665072,1342.0928325358852,207.21720574162683,293.95929186602865,199.9886985645933,187.94118660287083,130.11312918660286,185.53168421052632,737.3077320574163
1984,northeast,New York,93.89729146221785,71.65845927379785,1616.0218056918548,511.49314033366034,526.3190284592738,704.2296859666341,192.73654563297347,684.4618351324829,123.54906771344454,212.50439646712462,3454.4319332679097,5161.880049067714,8616.311982335623,259.4530421982336,271.80794896957804,892.0242688910696,323.69855740922475,471.9574386653582,432.4217369970559,360.76327772325806,1193.4839941118746,242.1561727183513,291.5757998037291,249.569116781158,214.97537782139355,145.78789990186456,168.02673209028458,686.9328164867518
1984,midwest,Iowa,79.07140333660452,71.65845927379785,1398.5754465161926,454.660569185476,486.7833267909715,677.0488910696763,219.9173405299313,602.9194504416092,138.3749558390579,108.72317958783121,3145.559263984298,4848.065417075564,7991.153699705595,207.56243375858685,224.8593032384691,731.4104808635917,303.9307065750736,585.6225809617272,444.77664376840033,298.9887438665358,1363.981707556428,234.7432286555446,318.75659470068695,170.49771344455348,163.0847693817468,135.90397448478902,192.73654563297347,600.4484690873404
1984,south,Florida,88.95532875368008,56.8325711481845,1420.8142787046124,390.4150539744848,484.3123454367026,593.0355250245339,202.6204710500491,558.4417860647693,135.90397448478902,187.7945829244357,3009.6552894995093,4524.366859666339,7534.022149165849,200.14948969578015,182.85262021589799,672.1069283611382,303.9307065750736,499.138233562316,417.59584887144257,254.51107948969573,1220.664789008832,160.6137880274779,284.16285574092245,214.97537782139355,150.72986261040234,140.84593719332682,168.02673209028458,630.1002453385672
1984,west,California,91.42631010794895,103.78121687929342,1363.981707556428,425.00879293424924,476.899401373896,642.4551521099116,217.44635917566242,709.1716486751718,150.72986261040234,143.3169185475957,3652.110441609421,5164.351030421982,8818.932453385672,264.3950049067714,276.7499116781158,882.140343473994,343.46640824337584,622.6873012757605,484.3123454367026,363.234259077527,1467.762924435721,172.96869479882236,269.3369676153091,210.0334151128557,205.09145240431798,133.43299313052015,210.0334151128557,872.2564180569185
1984,All,,86.48434739941118,74.12944062806673,1447.9950736015699,439.8346810598626,491.7252894995093,647.3971148184495,207.56243375858685,625.1582826300294,138.3749558390579,165.55575073601568,3261.6953876349357,4867.833267909717,8129.528655544651,227.330284592738,229.80126594700687,773.4171638861628,316.28561334641813,538.6739352306182,439.8346810598626,308.8726692836113,1299.7361923454366,200.14948969578015,294.04678115799805,210.0334151128557,177.91065750736016,138.3749558390579,182.85262021589799,679.519872423945
2018,northeast,New York,63.0,59.0,1063.0,465.0,245.0,662.0,197.0,509.0,123.0,226.0,3557.0,4845.0,8401.0,338.0,376.0,987.0,164.0,850.0,420.0,345.0,1624.0,157.0,161.0,212.0,125.0,148.0,171.0,647.0
2018,midwest,Iowa,51.0,57.0,892.0,368.0,254.0,534.0,166.0,450.0,112.0,128.0,3255.0,4255.0,7511.0,246.0,291.0,772.0,143.0,876.0,415.0,307.0,1607.0,131.0,179.0,149.0,97.0,139.0,148.0,606.0
2018,south,Florida,60.0,49.0,926.0,360.0,251.0,523.0,163.0,385.0,118.0,133.0,3224.0,4127.0,7351.0,247.0,274.0,769.0,126.0,783.0,442.0,259.0,1524.0,120.0,186.0,177.0,107.0,142.0,133.0,500.0
2018,west,California,84.0,66.0,1004.0,411.00000000000006,264.0,609.0,199.0,512.0,120.0,156.0,3975.0,4938.0,8913.0,334.0,372.0,988.0,171.0,1007.0,466.0,341.0,1825.0,123.0,186.0,191.0,134.0,148.0,167.0,653.0
2018,All,,64.0,55.99999999999999,961.0,392.0,253.0,569.0,178.0,449.0,118.0,154.0,3458.9999999999995,4464.0,7923.0,283.00000000000006,318.0,858.0,147.0,865.0,438.0,303.0,1627.0,129.0,180.0,180.0,114.0,144.0,151.0,583.0
2017,northeast,New York,59.96232926474862,65.04388259226968,1043.7510534728276,445.1440714908457,277.4528116826504,639.2594086021505,194.11533711130485,504.0900900900901,134.15300784655622,178.87067712874162,3406.673350770125,4783.774302528335,8190.447653298459,337.415140947399,353.6761115954665,967.5277535600115,169.72388113920377,852.6846483580355,424.81785818076133,333.3498982853821,1629.1459968032548,156.51184248764898,163.62601714617844,208.34368642836384,129.07145451903514,147.365046498111,152.4465998256321,563.0361086893347
2017,midwest,Iowa,45.73397994768962,56.91339726823598,851.6683376925313,369.9370822435338,230.7025210694565,538.6446527172334,168.7075704736995,457.3397994768963,116.8757265329846,113.82679453647197,3200.3622856727693,4166.873728567277,7367.236014240047,238.8330063934903,281.51805434466735,753.0862031386224,139.2345611740773,811.0159110723628,420.7526155187445,318.10523830281886,1565.1184248764896,144.31611450159838,170.7401918047079,147.365046498111,103.66368788142981,129.07145451903514,159.56077448416158,553.8893126997965
2017,south,Florida,51.831843940714904,42.685047951176976,920.7774629468178,367.9044609125255,248.9961130485324,524.4163034001743,156.51184248764898,397.37747021214767,108.74524120895089,133.13669718105206,3180.036072362685,4053.046934030805,7233.083006393491,234.76776373147342,275.420190351642,748.0046498111013,138.21825050857308,746.9883391455973,424.81785818076133,260.17553036907873,1461.4547369950594,111.79417320546352,188.0174731182796,184.9685411217669,99.59844521941295,138.21825050857308,138.21825050857308,461.40504213891313
2017,west,California,70.12543591979076,74.19067858180759,1062.0446454519038,421.7689261842488,282.53436501017137,638.2430979366462,215.4578610868933,522.3836820691661,125.0062118570183,156.51184248764898,4060.161108689335,5068.341288869515,9128.50239755885,346.56193693693695,403.4753342051729,1025.457461493752,161.59339581517,1004.1149375181633,450.2256248183667,359.77397558849174,1820.2124019180471,126.02252252252251,206.31106509735542,221.55572507991863,135.16931851206044,140.25087183958152,167.6912598081953,766.2982417901773
2017,All,,55.89708660273176,56.91339726823598,959.3972682359779,394.3285382156351,257.1265983725661,573.1992153443766,178.87067712874162,457.3397994768963,118.908347863993,142.28349317058996,3419.8853894216804,4434.163433594886,7855.065133682069,278.4691223481546,319.12154896832317,850.652027027027,149.39766782911948,837.4399883754722,429.89941150828247,307.9421316477768,1593.5751235106072,130.08776518453936,183.95223045626275,189.03378378378375,113.82679453647197,138.21825050857308,152.4465998256321,567.1013513513514
2016,northeast,New York,52.82214350839539,60.94862712507161,940.640478630272,375.84986727127495,237.69964578777927,566.8222322631659,190.97236499189103,446.95659891719185,123.92887515431228,140.18184238766472,3079.937290720285,4192.249735752842,7272.187026473128,280.36368477532943,309.8221878857807,842.1068647780728,147.29251555225642,670.4348983757877,401.2451285733881,300.67989381701994,1394.7077507120553,146.27670510017188,178.78263956687672,184.8775022793839,117.83401244180513,133.071169223073,138.15022148349564,575.9645263319268
2016,midwest,Iowa,47.74309124797278,44.69565989171918,831.9487602572275,366.7075732025142,249.88937121279358,533.3004873443766,166.59291414186242,424.60876897133215,104.62847656470626,100.56523475636816,3159.1705059828782,4014.48290663805,7173.653412620928,232.62059352735665,280.36368477532943,749.6681136383808,137.13441103141113,769.9843226800714,383.9763508879511,287.4743579399211,1474.9567764267329,129.0079274147349,163.54548278560884,142.21346329183373,100.56523475636816,137.13441103141113,170.6561559502005,497.74712152141814
2016,south,Florida,55.86957486464898,43.679849439634644,876.6444201489467,334.20163873580935,238.7154562398638,492.6680692609955,158.46643052518618,367.7233836545988,108.69171837304438,125.96049605848135,2977.3404350597484,3856.016476112864,6833.356911172612,224.49410991068044,258.0158548294698,722.2412314320987,132.05535877098848,699.893401486239,407.33999128589534,235.66802488361026,1396.7393716162244,106.6600974688753,173.7035873064541,176.75101866270768,104.62847656470626,135.10279012724206,137.13441103141113,394.13445540879644
2016,west,California,71.10673164591687,85.32807797510027,987.36775942616,376.8656777233595,268.1739593503151,572.9170949756732,197.06722770439822,466.2569975067978,119.86563334597416,163.54548278560884,3727.0085486981293,4575.210276188709,8302.218824886839,317.94867150245693,349.43879551707715,923.3717009448347,155.4189991689326,860.3914529155942,398.1976972171345,310.8379983378652,1625.2967233352426,122.91306470222776,170.6561559502005,190.97236499189103,123.92887515431228,133.071169223073,161.51386188143974,585.1068204006875
